Life Ladder;Log GDP per capita;Social support;Healthy life expectancy at birth;Freedom to make life choices;Generosity;Perceptions of corruption;Positive affect
0.65;0.18;0.06;0.97;0.0;0.88;0.0;0.86
0.57;0.19;0.0;0.97;0.0;0.58;0.0;0.85
0.78;0.19;0.77;0.98;0.27;0.07;0.0;0.81
0.43;0.2;0.0;0.98;0.74;0.03;0.68;0.8
0.4;0.21;0.0;0.98;0.0;0.01;0.57;0.75
0.61;0.22;0.0;0.98;0.01;0.15;0.0;0.75
0.38;0.22;0.0;0.98;0.56;0.37;0.43;0.75
0.64;0.22;0.0;0.98;0.05;0.74;0.14;0.67
0.81;0.22;0.0;0.99;0.0;0.41;0.66;0.62
0.97;0.23;0.0;0.99;0.09;0.99;0.0;0.6
0.94;0.24;0.0;0.99;0.0;0.73;0.87;0.72
0.76;0.25;0.0;0.99;0.07;0.67;0.98;0.68
0.84;0.74;0.0;0.97;0.0;0.01;0.0;0.81
0.91;0.75;0.0;0.97;0.0;0.0;0.0;0.85
0.92;0.77;0.21;0.97;0.0;0.0;0.0;0.76
0.93;0.79;0.0;0.97;0.0;0.06;0.0;0.76
0.86;0.81;0.54;0.97;0.0;0.06;0.0;0.8
1.0;0.82;0.77;0.97;0.0;0.06;0.0;0.79
0.88;0.84;0.0;0.98;0.0;0.22;0.0;0.7
0.92;0.85;0.95;0.98;0.0;0.31;0.0;0.74
0.98;0.84;0.99;0.98;0.04;0.34;0.0;0.75
0.99;0.83;0.0;0.98;0.0;0.0;0.03;0.74
0.99;0.83;0.0;0.98;0.1;0.85;0.0;0.75
0.65;0.83;0.0;0.98;0.99;0.78;0.0;0.75
1.0;0.81;0.0;0.98;0.18;0.0;0.0;0.7
0.75;0.81;0.0;0.99;0.49;0.21;0.0;0.78
0.99;0.82;0.35;0.99;0.37;0.0;0.0;0.75
0.9;0.82;0.24;0.99;0.33;0.0;0.0;0.73
0.75;1.0;0.97;1.0;0.0;0.02;0.0;0.69
0.72;1.0;0.0;1.0;0.0;0.17;0.02;0.57
0.61;0.99;0.0;1.0;0.0;0.05;0.01;0.6
0.91;0.99;0.32;1.0;0.0;0.0;0.0;0.58
0.82;0.99;0.84;1.0;0.0;0.0;0.0;0.57
0.98;0.99;0.26;1.0;0.0;0.8;0.0;0.61
0.98;0.98;0.66;1.0;0.0;0.57;0.0;0.66
0.93;0.98;0.03;1.0;0.0;0.13;0.08;0.65
1.0;0.98;0.0;1.0;0.08;0.02;0.0;0.67
0.98;0.97;0.9;1.0;0.99;0.05;0.01;0.6
0.98;0.97;0.02;1.0;0.98;0.19;0.0;0.63
0.94;0.96;0.87;1.0;0.46;0.8;0.0;0.63
0.95;0.97;0.0;1.0;0.14;0.0;0.0;0.6
1.0;0.96;0.99;1.0;0.07;0.0;0.0;0.65
0.97;0.96;0.02;1.0;0.41;0.04;0.0;0.67
1.0;0.95;0.0;1.0;0.85;0.0;0.0;0.66
0.32;0.44;0.0;0.99;0.0;0.0;0.0;0.8
0.25;0.44;0.0;0.99;0.0;0.93;0.0;0.83
0.23;0.45;0.0;0.99;0.0;0.0;0.0;0.79
0.31;0.45;0.0;0.99;0.0;0.0;0.0;0.81
0.26;0.44;0.0;0.99;0.0;0.0;0.0;0.79
0.26;0.44;0.0;0.99;0.0;0.0;0.0;0.79
0.26;0.44;0.0;0.99;0.0;0.0;0.0;0.8
0.31;0.43;0.0;0.99;0.0;0.0;0.0;0.79
0.31;0.43;0.0;0.99;0.0;0.0;0.0;0.8
0.37;0.44;0.0;0.99;0.0;0.04;0.0;0.78
0.34;0.43;0.0;0.99;0.0;0.0;0.0;0.79
0.37;0.42;0.0;0.99;0.0;0.0;0.0;0.78
0.39;0.41;0.0;0.99;0.0;0.0;0.0;0.77
0.99;0.74;0.0;0.98;0.0;0.01;0.38;0.65
0.72;0.73;0.0;0.98;0.0;0.0;0.01;0.62
0.98;0.74;0.0;0.98;0.0;0.03;0.0;0.6
0.97;0.73;0.0;0.98;0.0;0.0;0.01;0.59
0.99;0.74;0.0;0.99;0.0;0.71;0.01;0.57
0.97;0.74;0.0;0.99;0.0;0.0;0.02;0.61
0.97;0.76;0.0;0.99;0.0;0.0;0.41;0.63
1.0;0.77;0.0;0.99;0.0;0.0;0.12;0.62
0.88;0.78;0.0;0.99;0.0;0.02;0.67;0.59
1.0;0.8;0.0;0.99;0.0;0.01;0.4;0.6
0.96;0.81;0.0;0.99;0.18;0.42;0.62;0.61
1.0;0.83;0.0;0.99;0.46;0.09;0.31;0.55
0.73;0.83;0.0;0.99;0.0;0.0;0.69;0.54
0.81;0.82;0.0;0.99;0.64;0.99;0.04;0.56
0.75;0.84;0.0;0.99;0.73;0.97;0.99;0.63
0.92;0.85;0.0;0.99;0.98;1.0;0.0;0.56
0.78;0.85;0.0;0.99;0.0;0.03;0.0;0.55
0.88;0.94;0.0;1.0;0.0;0.1;0.0;0.78
0.54;0.92;0.0;1.0;0.0;0.02;0.0;0.84
0.53;0.9;0.0;1.0;0.09;0.16;0.0;0.84
0.48;0.9;0.0;1.0;0.35;0.98;0.0;0.85
0.36;0.89;0.0;1.0;0.95;0.81;0.0;0.85
0.39;0.86;0.0;1.0;0.0;1.0;0.02;0.83
0.56;0.83;0.0;1.0;0.21;0.91;0.35;0.8
0.56;0.81;0.0;1.0;0.01;0.93;0.14;0.79
0.67;0.8;0.0;1.0;0.0;0.96;0.01;0.76
0.68;0.78;0.0;0.99;0.0;0.83;0.18;0.75
0.88;0.77;0.0;0.99;0.0;0.0;0.03;0.77
0.7;0.75;0.0;0.99;0.0;0.0;0.02;0.77
0.82;0.74;0.0;0.99;0.0;0.0;0.03;0.79
0.89;0.74;0.0;0.99;0.0;0.0;0.0;0.78
0.7;0.77;0.0;0.99;0.01;0.0;0.0;0.79
0.92;0.73;0.0;0.99;0.0;0.0;0.0;0.76
0.71;0.71;0.0;0.99;0.0;0.0;0.0;0.76
0.85;0.99;0.0;1.0;0.01;0.11;0.02;0.71
0.99;0.99;0.0;1.0;0.04;0.0;0.0;0.79
1.0;1.0;0.0;1.0;0.0;0.22;0.0;0.75
1.0;1.0;0.0;1.0;0.28;0.84;0.01;0.81
0.96;1.0;0.0;1.0;0.49;0.05;0.62;0.82
0.99;1.0;0.0;1.0;0.0;0.0;0.97;0.81
0.96;1.0;0.0;1.0;1.0;0.0;0.73;0.8
0.94;1.0;0.0;1.0;0.0;0.44;0.0;0.8
0.96;1.0;0.0;1.0;0.87;0.88;0.91;0.8
1.0;1.0;0.0;1.0;0.01;0.77;0.0;0.79
0.97;1.0;0.0;1.0;0.0;0.01;0.97;0.81
0.98;0.99;0.0;1.0;0.0;0.95;0.18;0.78
0.99;0.99;0.0;1.0;0.0;0.82;0.0;0.74
1.0;0.99;0.0;1.0;0.0;0.12;0.05;0.74
1.0;0.99;0.0;1.0;0.0;0.85;0.01;0.76
0.87;0.99;0.0;1.0;0.0;0.86;0.02;0.78
0.85;0.99;0.0;1.0;0.0;0.99;0.03;0.78
0.88;0.96;0.0;1.0;0.0;0.01;0.0;0.62
0.98;0.97;0.0;1.0;0.0;0.01;0.0;0.67
0.97;0.99;0.15;1.0;0.0;0.02;0.0;0.66
1.0;0.99;0.87;1.0;0.0;0.01;0.0;0.7
0.99;0.99;0.95;1.0;0.91;0.04;0.0;0.69
0.95;1.0;0.0;1.0;0.46;0.0;0.08;0.69
0.96;1.0;0.02;1.0;0.06;0.01;0.0;0.64
0.97;1.0;0.81;0.99;0.06;0.03;0.0;0.66
0.95;1.0;0.74;0.99;0.38;0.0;0.0;0.7
1.0;1.0;0.84;0.99;0.02;0.0;0.0;0.66
0.98;1.0;0.97;0.99;0.0;0.0;0.0;0.7
0.98;1.0;0.32;0.99;0.0;0.0;0.0;0.66
0.99;1.0;0.05;0.99;0.0;0.0;0.0;0.67
0.92;1.0;0.99;0.99;0.0;0.0;0.0;0.68
0.94;1.0;0.0;0.99;0.01;0.0;0.0;0.6
0.98;1.0;0.74;0.99;0.0;0.0;0.0;0.68
0.95;1.0;0.58;0.99;0.73;0.0;0.0;0.67
0.94;1.0;0.42;0.99;0.91;0.07;0.0;0.67
0.95;0.85;0.93;1.0;0.0;0.58;0.0;0.66
0.79;0.86;0.84;1.0;0.0;0.01;0.12;0.67
0.9;0.86;0.11;1.0;0.0;1.0;0.23;0.72
0.92;0.88;0.99;1.0;0.0;0.57;0.16;0.74
0.94;0.89;0.5;1.0;0.0;0.04;0.57;0.69
0.94;0.9;0.93;1.0;0.0;0.19;0.78;0.7
0.93;0.92;0.04;1.0;0.0;0.84;0.97;0.71
0.99;0.93;0.93;1.0;0.0;0.74;0.5;0.7
1.0;0.94;0.01;1.0;0.0;0.1;0.97;0.69
1.0;0.95;0.66;1.0;0.0;0.01;0.41;0.74
1.0;0.96;0.02;1.0;0.0;0.0;0.57;0.69
0.95;0.97;0.04;1.0;0.0;0.0;0.82;0.66
0.83;0.98;0.05;1.0;0.0;0.0;1.0;0.69
0.96;0.96;0.24;1.0;0.0;0.0;1.0;0.71
0.93;0.96;0.17;1.0;0.0;0.9;0.74;0.71
0.92;0.98;0.74;1.0;0.0;0.0;0.96;0.73
0.86;0.98;0.77;1.0;0.0;0.35;0.83;0.71
0.95;0.9;0.0;1.0;0.49;0.13;0.0;0.74
0.97;0.88;0.0;1.0;0.0;0.04;0.0;0.73
0.95;0.87;0.0;1.0;0.06;0.99;0.0;0.75
0.99;0.85;0.0;1.0;0.0;0.02;0.0;0.75
0.95;0.84;0.0;1.0;0.01;0.47;0.0;0.73
0.98;0.84;0.0;1.0;0.37;0.0;0.0;0.74
0.98;0.82;0.0;1.0;0.0;0.03;0.0;0.75
0.92;0.81;0.0;1.0;0.07;0.0;0.18;0.72
0.87;0.8;0.0;1.0;0.0;0.0;0.01;0.75
0.85;0.78;0.0;0.99;0.0;0.0;0.01;0.74
0.88;0.75;0.0;0.99;0.0;0.0;0.73;0.78
0.84;0.73;0.0;0.99;0.0;0.0;0.32;0.78
0.87;0.74;0.0;0.99;0.64;0.86;0.5;0.67
0.92;0.71;0.0;0.99;0.68;0.0;1.0;0.72
0.65;0.69;0.0;0.99;0.03;0.0;0.06;0.81
0.64;0.68;0.0;0.99;0.4;0.0;0.04;0.78
1.0;0.75;0.0;0.99;0.0;0.0;0.0;0.66
0.98;0.74;0.0;0.99;0.0;0.0;0.0;0.68
0.96;0.75;0.0;0.99;0.35;0.0;0.0;0.72
0.98;0.76;0.01;0.99;0.0;0.0;0.0;0.71
0.94;0.77;0.0;0.99;0.43;0.0;0.0;0.63
0.97;0.77;0.0;0.99;0.13;0.0;0.0;0.66
0.97;0.77;0.0;0.99;0.0;0.0;0.0;0.65
0.96;0.76;0.0;0.99;0.03;0.0;0.0;0.63
1.0;0.75;0.0;0.99;0.0;0.0;0.0;0.67
0.98;0.73;0.0;0.99;0.0;0.0;0.0;0.67
0.94;0.72;0.0;0.99;0.0;0.0;0.0;0.67
0.89;0.71;0.0;0.99;0.0;0.0;0.0;0.69
0.97;0.75;0.0;0.99;0.0;0.0;0.0;0.62
0.86;0.73;0.0;0.99;0.0;0.0;0.0;0.69
0.93;0.7;0.0;0.99;0.0;0.0;0.0;0.67
0.93;0.69;0.0;0.99;0.0;0.0;0.0;0.68
0.76;0.3;0.0;1.0;0.0;0.0;0.0;0.72
1.0;0.92;0.0;1.0;0.0;0.0;0.0;0.67
1.0;0.9;0.95;1.0;0.0;0.0;0.0;0.67
0.91;0.91;0.0;1.0;0.0;0.0;0.0;0.61
0.94;0.9;0.0;1.0;0.0;0.0;0.0;0.63
0.97;0.89;0.0;1.0;0.0;0.0;0.0;0.6
0.96;0.89;0.17;1.0;0.0;0.0;0.0;0.62
0.98;0.87;0.0;1.0;0.96;0.0;0.0;0.63
0.97;0.86;0.42;1.0;0.05;0.0;0.0;0.67
0.93;0.85;0.99;1.0;0.0;0.0;0.0;0.7
0.89;0.82;0.97;1.0;0.0;0.0;0.0;0.73
0.87;0.79;0.77;1.0;0.0;0.0;0.0;0.69
0.88;0.77;0.07;1.0;0.0;0.0;0.0;0.71
0.59;0.79;0.0;1.0;0.0;0.0;0.0;0.72
0.7;0.76;0.19;1.0;0.0;0.0;0.0;0.72
0.75;0.74;0.32;1.0;0.0;0.0;0.0;0.7
0.73;0.72;0.46;1.0;0.0;0.0;0.0;0.7
0.93;0.89;0.0;1.0;0.0;0.0;0.0;0.7
0.98;0.87;0.0;1.0;0.0;0.0;0.0;0.74
0.99;0.85;0.0;1.0;0.0;0.0;0.0;0.77
0.97;0.88;0.0;1.0;0.0;0.0;0.0;0.76
1.0;0.86;0.0;1.0;0.0;0.0;0.0;0.77
1.0;0.85;0.0;1.0;0.0;0.0;0.0;0.77
0.99;0.83;0.0;1.0;0.0;0.0;0.0;0.76
1.0;0.83;0.0;1.0;0.0;0.0;0.0;0.77
0.91;0.83;0.0;1.0;0.97;0.0;0.0;0.8
0.92;0.84;0.0;1.0;0.0;0.0;0.0;0.82
0.96;0.84;0.0;1.0;0.19;0.0;0.0;0.81
1.0;0.83;0.0;1.0;0.65;0.0;0.0;0.77
1.0;0.82;0.0;1.0;0.59;0.0;0.0;0.76
1.0;0.81;0.0;1.0;0.21;0.0;0.01;0.76
1.0;0.82;0.0;1.0;0.19;0.01;0.08;0.77
1.0;0.8;0.0;1.0;0.0;0.13;0.2;0.76
0.91;0.81;0.0;1.0;0.37;0.02;0.84;0.74
0.95;0.81;0.01;1.0;1.0;0.11;0.92;0.76
0.69;0.27;0.0;0.98;0.99;0.87;0.0;0.74
0.54;0.29;0.0;0.99;0.67;0.99;0.0;0.85
0.57;0.32;0.0;0.99;0.0;0.28;0.0;0.8
0.26;0.34;0.0;0.99;0.0;0.85;0.0;0.83
0.3;0.35;0.0;0.99;0.0;0.49;0.0;0.81
0.35;0.36;0.0;0.99;0.0;0.61;0.0;0.85
0.31;0.39;0.0;1.0;0.0;0.71;0.0;0.77
0.26;0.4;0.0;1.0;0.0;0.71;0.0;0.72
0.19;0.41;0.0;1.0;0.0;0.19;0.0;0.67
0.34;0.43;0.0;1.0;0.0;0.13;0.0;0.71
0.24;0.46;0.0;1.0;0.0;0.08;0.0;0.63
0.58;0.62;0.58;1.0;0.0;0.65;0.0;0.75
0.87;0.64;0.0;1.0;0.0;0.0;0.0;0.68
0.72;0.56;0.01;0.99;0.8;0.08;0.23;0.75
0.83;0.56;0.0;0.99;0.03;0.94;0.06;0.78
0.83;0.57;0.0;0.99;0.0;0.37;0.0;0.73
0.68;0.57;0.98;0.99;0.0;0.24;0.0;0.76
0.7;0.57;0.01;0.99;0.34;0.01;0.01;0.82
0.45;0.57;0.0;0.99;0.0;0.0;0.0;0.79
0.38;0.57;0.0;0.99;0.0;0.28;0.01;0.77
0.37;0.57;0.58;0.99;0.0;0.09;0.03;0.81
0.71;0.59;0.01;0.99;0.01;0.14;0.38;0.82
0.81;0.6;0.0;0.99;0.33;0.0;0.87;0.77
0.8;0.62;0.11;1.0;0.97;0.0;0.38;0.76
0.83;0.64;0.0;1.0;0.01;0.16;0.07;0.72
0.86;0.65;0.0;1.0;0.0;0.01;0.23;0.75
1.0;0.66;0.0;1.0;0.87;0.63;0.35;0.7
0.86;0.65;0.0;1.0;0.04;0.14;0.01;0.75
0.91;0.67;0.0;1.0;0.87;0.62;0.09;0.75
0.91;0.68;0.0;1.0;0.89;0.18;0.01;0.74
0.96;0.69;0.0;1.0;0.04;0.19;0.03;0.76
0.86;0.99;0.05;1.0;0.0;0.0;0.0;0.61
0.7;0.99;0.05;1.0;0.0;0.0;0.0;0.52
0.74;0.99;0.0;1.0;0.0;0.0;0.0;0.52
0.88;0.98;0.08;1.0;0.0;0.0;0.0;0.53
0.97;0.98;0.74;1.0;0.0;0.0;0.0;0.55
0.96;0.98;0.39;1.0;0.0;0.0;0.0;0.56
0.96;0.98;0.29;1.0;0.0;0.04;0.0;0.59
0.99;0.98;0.84;1.0;0.0;0.03;0.0;0.61
0.98;0.97;0.0;1.0;0.0;0.02;0.0;0.62
0.97;0.96;0.0;1.0;0.0;0.01;0.01;0.6
0.94;0.95;0.01;1.0;0.9;0.0;0.0;0.64
0.84;0.94;0.0;1.0;0.98;0.21;0.15;0.66
0.91;0.94;0.01;1.0;0.0;0.0;0.08;0.62
0.83;0.92;0.0;1.0;0.0;0.0;0.22;0.65
0.71;0.91;0.0;1.0;0.23;0.02;0.28;0.65
0.75;0.9;0.0;1.0;0.01;0.01;0.59;0.72
0.36;0.25;0.0;0.94;0.0;0.0;0.03;0.58
0.35;0.26;0.0;0.94;0.33;0.0;0.05;0.69
0.16;0.27;0.0;0.95;0.23;0.0;0.0;0.61
0.59;0.29;0.95;0.95;0.49;0.96;0.0;0.63
0.76;0.3;0.26;0.95;0.55;1.0;0.01;0.62
0.76;0.4;0.0;0.96;0.33;0.02;0.01;0.56
0.76;0.41;0.0;0.96;0.0;0.53;0.52;0.65
0.91;0.31;0.0;0.96;0.0;0.21;0.07;0.6
0.85;0.33;0.0;0.97;0.0;0.0;0.0;0.57
0.57;0.33;0.0;0.97;0.15;0.02;0.01;0.55
0.67;0.33;0.0;0.97;0.23;0.0;0.01;0.53
0.3;0.35;0.0;0.98;0.28;0.02;0.0;0.54
0.4;0.34;0.0;0.98;0.0;0.0;0.01;0.55
0.08;0.34;0.0;0.99;0.0;0.0;0.0;0.49
0.3;0.35;0.0;0.99;0.02;0.0;0.0;0.54
0.57;0.38;0.0;0.99;0.0;0.0;0.0;0.84
0.66;0.39;0.05;0.98;0.0;0.32;0.0;0.71
0.87;0.4;0.0;0.98;0.37;0.01;0.0;0.68
0.71;0.36;0.0;0.98;0.0;0.65;0.0;0.8
0.7;0.34;0.0;0.98;0.0;0.0;0.0;0.74
0.71;0.32;1.0;0.98;0.0;0.0;0.0;0.82
0.47;0.32;0.62;0.98;0.0;0.0;0.0;0.81
0.67;0.31;0.0;0.98;0.0;0.0;0.0;0.84
0.91;0.3;0.0;0.98;0.0;0.0;0.0;0.87
0.78;0.29;0.0;0.98;0.0;0.0;0.0;0.81
0.78;0.28;0.0;0.98;0.0;0.02;0.0;0.87
0.78;0.28;0.0;0.98;0.0;0.75;0.0;0.83
0.69;0.25;0.0;0.98;0.0;0.08;0.0;0.81
0.99;0.89;0.0;1.0;0.0;0.12;0.0;0.66
0.9;0.84;0.0;1.0;0.0;0.0;0.0;0.69
0.93;0.83;0.0;1.0;0.53;0.98;0.0;0.67
0.94;0.82;0.0;1.0;0.0;0.47;0.0;0.66
0.94;0.82;0.0;1.0;0.0;0.11;0.0;0.69
0.87;0.81;0.0;1.0;0.0;0.0;0.0;0.7
0.87;0.79;0.0;1.0;0.0;0.0;0.0;0.7
0.92;0.78;0.0;1.0;0.04;0.05;0.0;0.75
0.78;0.77;0.0;1.0;0.19;0.08;0.0;0.77
0.84;0.76;0.0;0.99;0.89;0.0;0.0;0.73
0.83;0.75;0.0;0.99;0.52;0.0;0.0;0.73
0.72;0.76;0.0;0.99;0.79;0.01;0.0;0.72
0.76;0.74;0.0;0.99;0.94;0.28;0.0;0.74
0.89;0.73;0.0;0.99;0.68;0.0;0.02;0.72
0.83;0.73;0.0;0.99;0.98;0.0;0.07;0.73
0.97;0.74;0.0;0.99;0.0;0.38;0.51;0.66
0.96;0.73;0.0;0.99;0.0;0.63;0.24;0.66
0.89;0.73;0.0;0.99;0.0;0.67;0.02;0.67
0.91;0.73;0.0;0.99;0.0;0.49;0.0;0.67
0.9;0.74;0.0;0.99;0.0;0.63;0.0;0.68
0.93;0.74;0.0;0.99;0.0;0.53;0.0;0.7
0.99;0.73;0.0;0.99;0.0;0.21;0.0;0.67
0.98;0.72;0.0;0.99;0.0;1.0;0.0;0.71
0.94;0.71;0.0;0.99;0.0;0.07;0.03;0.69
0.86;0.69;0.0;0.99;0.0;0.49;0.05;0.67
0.83;0.67;0.0;0.99;0.0;0.0;0.02;0.69
0.65;0.66;0.0;0.99;0.0;0.0;0.53;0.73
0.74;0.68;0.0;0.99;0.0;0.0;0.34;0.65
0.61;0.65;0.0;0.99;0.0;0.62;0.98;0.71
0.62;0.62;0.0;0.99;0.0;0.0;0.91;0.72
0.61;0.62;0.0;0.99;0.0;0.5;1.0;0.71
1.0;0.17;0.0;0.95;0.0;0.75;0.0;0.77
1.0;0.19;0.0;0.95;0.0;0.84;0.0;0.8
0.83;0.2;0.0;0.96;0.0;0.03;0.0;0.8
0.98;0.99;0.46;0.95;0.01;0.0;0.0;0.76
1.0;0.99;0.98;0.95;1.0;0.0;0.0;0.78
0.98;0.99;0.0;0.96;0.88;0.0;0.0;0.74
0.82;0.99;0.0;0.96;0.88;0.0;0.43;0.85
0.92;0.99;0.0;0.97;0.0;0.0;0.1;0.76
0.97;0.99;0.0;0.97;0.0;0.0;0.03;0.8
0.38;0.99;0.11;0.98;0.19;0.0;0.29;0.82
0.89;0.99;0.0;0.98;0.06;0.0;0.1;0.75
0.9;0.99;0.0;0.98;0.0;0.0;0.01;0.82
0.86;0.99;0.0;0.98;0.43;0.01;0.15;0.71
0.76;0.99;0.0;0.99;0.14;0.0;0.0;0.73
0.9;0.99;0.08;0.99;0.98;0.06;0.02;0.72
0.95;0.99;0.03;0.99;0.85;0.0;0.1;0.73
0.92;1.0;0.0;0.99;0.91;0.52;0.0;0.72
0.99;0.99;0.0;0.99;0.07;0.0;0.0;0.82
1.0;0.99;0.0;0.99;0.18;0.03;0.0;0.76
0.96;0.99;0.11;0.99;1.0;0.0;0.0;0.74
0.99;0.77;0.11;0.99;0.21;0.09;0.31;0.62
0.97;0.75;0.43;0.99;0.0;0.05;0.25;0.73
1.0;0.74;0.0;0.99;0.0;0.0;0.78;0.7
0.99;0.74;0.97;0.99;0.0;0.0;0.5;0.74
0.88;0.72;0.84;0.99;0.0;0.33;0.99;0.83
0.52;0.7;0.99;0.99;0.0;0.12;0.06;0.78
0.93;0.68;0.81;0.99;0.0;0.1;0.04;0.76
0.97;0.67;0.0;0.99;0.0;0.17;0.04;0.67
0.97;0.66;0.04;0.98;0.0;0.29;0.02;0.7
0.93;0.65;0.97;0.98;0.0;0.75;0.0;0.71
0.95;0.64;1.0;0.98;0.0;0.96;0.01;0.7
0.96;0.63;0.84;0.98;0.0;0.0;0.34;0.73
0.94;0.62;0.29;0.98;0.08;0.07;0.69;0.72
