Life Ladder;Log GDP per capita;Social support;Healthy life expectancy at birth;Freedom to make life choices;Generosity;Perceptions of corruption;Positive affect
0.97;0.62;1.0;0.98;0.15;0.0;0.05;0.69
0.88;0.6;0.97;0.98;0.25;0.45;0.19;0.72
0.93;0.59;0.98;0.98;0.41;1.0;1.0;0.72
0.88;0.58;0.87;0.98;0.79;0.99;0.62;0.71
0.5;0.65;0.0;0.99;0.23;0.0;0.55;0.73
0.37;0.66;0.0;0.99;0.0;0.0;0.17;0.71
0.85;0.68;0.0;0.99;1.0;0.0;0.32;0.66
0.86;0.68;0.0;0.99;0.05;0.0;0.02;0.67
0.72;0.68;0.0;0.99;0.0;0.0;0.01;0.65
0.82;0.7;0.0;0.99;0.95;0.05;0.02;0.64
0.87;0.7;0.0;0.99;0.87;0.0;0.0;0.64
0.75;0.7;0.0;0.99;0.85;0.43;0.01;0.67
0.78;0.68;0.0;0.99;0.68;0.01;0.09;0.71
0.8;0.67;0.0;0.99;0.61;0.12;0.1;0.68
0.84;0.65;0.0;0.98;0.93;0.35;0.43;0.67
0.72;0.65;0.0;0.98;0.38;0.01;0.68;0.64
0.75;0.64;0.0;0.98;0.32;0.12;0.88;0.67
0.73;0.7;0.0;0.98;0.21;0.0;0.88;0.68
0.74;0.67;0.0;0.98;0.23;0.01;0.87;0.66
0.8;0.65;0.0;0.98;0.25;1.0;0.09;0.67
0.75;0.64;0.0;0.98;0.29;0.99;0.1;0.67
0.69;0.95;0.0;1.0;0.44;0.11;0.03;0.75
0.72;0.96;0.13;1.0;0.8;0.0;0.01;0.73
0.73;0.97;0.84;1.0;0.0;0.0;0.0;0.81
0.62;0.98;0.32;1.0;0.03;0.0;0.24;0.79
0.51;0.99;0.9;1.0;0.85;0.0;0.81;0.81
0.61;0.99;0.07;1.0;0.0;0.0;0.93;0.81
0.63;1.0;0.54;1.0;0.03;0.0;0.08;0.79
0.7;1.0;0.99;1.0;0.0;0.0;0.02;0.79
0.65;1.0;0.99;1.0;0.0;0.0;0.43;0.81
0.8;1.0;0.0;1.0;0.0;0.0;0.0;0.77
0.68;0.99;0.58;1.0;0.0;0.01;0.02;0.73
0.73;0.99;0.24;1.0;0.0;0.0;0.01;0.72
0.62;0.99;0.87;1.0;0.0;0.27;0.0;0.71
0.87;1.0;0.07;1.0;0.02;0.16;0.83;0.73
0.57;0.99;0.95;1.0;0.52;0.88;0.01;0.7
0.52;1.0;0.5;1.0;0.9;0.36;0.0;0.69
0.35;1.0;0.54;1.0;0.96;0.17;0.0;0.67
0.74;0.8;0.0;0.99;0.13;0.22;0.39;0.74
0.73;0.8;0.01;0.99;0.0;0.02;0.96;0.73
0.67;0.82;0.77;0.99;0.0;0.13;0.05;0.68
0.78;0.8;0.93;0.99;0.0;0.02;0.93;0.68
0.59;0.8;0.97;1.0;0.0;0.01;0.38;0.6
0.82;0.93;0.81;1.0;0.0;0.0;0.99;0.74
0.39;0.56;0.0;0.99;0.0;0.0;0.0;0.81
0.28;0.57;0.0;0.99;0.0;0.0;0.0;0.85
0.38;0.59;0.0;0.99;0.0;0.0;0.0;0.83
0.29;0.57;0.0;0.99;0.0;0.0;0.0;0.8
0.33;0.56;0.0;0.99;0.0;0.0;0.0;0.81
0.27;0.56;0.0;0.99;0.0;0.0;0.0;0.82
0.31;0.56;0.0;0.99;0.0;0.0;0.0;0.81
0.39;0.55;0.0;0.99;0.0;0.0;0.0;0.79
0.37;0.54;0.0;0.99;0.0;0.0;0.0;0.8
0.34;0.54;0.0;0.99;0.0;0.0;0.0;0.79
0.37;0.53;0.0;0.99;0.0;0.0;0.0;0.81
0.34;0.53;0.0;0.99;0.0;0.02;0.0;0.82
0.33;0.52;0.0;0.98;0.0;0.01;0.0;0.79
0.36;0.54;0.0;0.98;0.0;0.01;0.0;0.76
0.31;0.51;0.0;0.98;0.0;0.0;0.0;0.8
0.32;0.51;0.0;0.98;0.0;0.0;0.0;0.82
0.42;0.51;0.0;0.98;0.0;0.0;0.0;0.79
0.3;0.44;0.0;0.99;0.0;0.0;0.0;0.78
0.28;0.44;0.0;0.99;0.0;0.0;0.0;0.79
0.2;0.43;0.0;0.99;0.0;0.0;0.0;0.82
0.29;0.42;0.0;0.99;0.0;0.13;0.0;0.81
0.27;0.42;0.0;0.99;0.0;0.0;0.0;0.83
0.3;0.41;0.0;0.98;0.0;0.01;0.0;0.79
0.3;0.41;0.0;0.98;0.0;0.0;0.0;0.79
0.29;0.4;0.0;0.98;0.0;0.0;0.0;0.8
0.23;0.4;0.0;0.98;0.0;0.55;0.0;0.81
0.29;0.42;0.0;0.98;0.0;0.02;0.0;0.79
0.35;0.4;0.0;0.98;0.0;0.67;0.0;0.8
0.55;0.4;0.0;0.98;0.0;0.0;0.0;0.8
0.51;0.4;0.0;0.98;0.0;0.0;0.0;0.8
0.99;0.87;0.0;0.99;0.0;0.0;0.14;0.62
0.93;0.87;0.07;1.0;1.0;0.02;0.22;0.63
0.74;0.9;0.0;1.0;0.0;1.0;0.99;0.68
0.54;0.9;0.0;1.0;0.0;0.0;0.98;0.51
0.2;0.84;0.0;1.0;0.0;0.0;0.09;0.39
0.1;0.78;0.0;1.0;0.0;0.0;0.05;0.36
0.3;0.81;0.0;0.99;0.0;0.4;0.19;0.36
0.86;0.65;0.0;0.99;0.0;0.41;0.01;0.88
1.0;0.65;0.32;0.99;0.0;0.7;0.53;0.8
0.84;0.61;0.29;0.99;0.0;1.0;0.09;0.84
0.8;0.42;0.0;1.0;0.05;0.0;0.83;0.72
0.73;0.44;0.0;1.0;0.0;0.96;0.03;0.82
0.95;0.46;0.0;1.0;0.0;0.93;0.78;0.75
0.79;0.47;0.0;1.0;0.97;0.96;0.41;0.7
0.7;0.49;0.01;1.0;0.19;0.12;0.13;0.72
0.65;0.51;0.0;1.0;0.37;0.0;0.08;0.78
0.75;0.54;0.0;1.0;1.0;0.01;0.67;0.75
0.93;0.56;0.0;1.0;0.01;0.11;0.88;0.77
0.91;0.58;0.98;1.0;0.0;0.96;0.35;0.75
0.97;0.59;0.05;1.0;0.0;0.89;0.99;0.76
0.96;0.61;0.0;1.0;0.06;1.0;0.0;0.73
0.96;0.63;0.0;1.0;0.0;0.0;0.69;0.68
0.49;0.36;0.29;0.97;0.14;0.52;0.01;0.78
0.67;0.38;0.0;0.97;0.23;0.83;0.5;0.76
0.7;0.39;0.1;0.97;0.0;0.0;0.0;0.81
0.28;0.4;0.15;0.98;0.0;0.0;0.0;0.82
0.22;0.41;0.93;0.98;0.0;0.0;0.0;0.82
0.56;0.43;0.0;0.98;0.8;0.16;0.13;0.83
0.53;0.44;0.26;0.98;0.0;0.0;0.0;0.77
0.46;0.46;0.97;0.99;0.0;0.16;0.0;0.79
0.31;0.47;0.5;0.99;0.0;0.0;0.0;0.74
0.38;0.48;0.54;0.99;0.87;0.0;0.0;0.76
0.14;0.5;0.0;0.99;0.4;0.0;0.97;0.73
0.26;0.51;0.0;0.99;0.03;0.0;0.02;0.72
0.29;0.52;0.0;0.99;0.01;0.0;0.0;0.76
0.37;0.53;0.0;1.0;0.0;0.0;0.0;0.74
0.43;0.53;0.0;1.0;0.0;0.0;0.0;0.71
0.39;0.53;0.0;1.0;0.0;0.0;0.0;0.72
0.36;0.54;0.0;1.0;0.0;0.0;0.0;0.78
0.54;0.55;0.0;1.0;0.0;0.0;0.0;0.77
0.95;1.0;0.0;1.0;0.0;0.0;0.0;0.82
0.97;0.99;0.0;1.0;0.0;0.0;0.0;0.81
0.99;0.99;0.26;1.0;0.0;0.0;0.0;0.84
1.0;0.99;0.0;1.0;0.0;0.0;0.0;0.83
0.84;0.99;0.0;1.0;0.0;0.0;0.0;0.82
0.65;0.99;0.0;1.0;0.0;0.0;0.0;0.88
0.81;0.98;0.0;1.0;0.0;0.0;0.0;0.84
0.84;0.98;0.0;1.0;0.25;0.0;0.0;0.85
0.5;0.98;0.0;1.0;0.0;0.0;0.0;0.82
0.85;0.97;0.0;1.0;0.0;0.0;0.0;0.84
0.9;0.97;0.0;1.0;0.0;0.0;0.0;0.79
0.94;0.96;0.0;1.0;0.0;0.0;0.0;0.77
0.91;0.95;0.0;0.99;0.0;0.0;0.0;0.8
0.91;0.95;0.0;0.99;0.0;0.0;0.0;0.79
0.95;0.96;0.0;0.99;0.0;0.0;0.0;0.7
0.99;0.96;0.0;0.99;0.0;0.0;0.0;0.71
0.92;0.95;0.0;0.99;0.0;0.0;0.0;0.78
0.82;0.94;0.0;0.99;0.0;0.0;0.0;0.79
0.22;0.32;0.0;0.97;0.0;0.52;0.01;0.62
0.12;0.31;0.0;0.97;0.0;0.01;0.0;0.51
0.15;0.34;0.0;0.98;0.0;0.0;0.04;0.55
0.13;0.38;0.0;0.98;0.0;0.0;0.37;0.55
0.42;0.4;0.0;0.98;0.49;0.0;0.92;0.59
0.47;0.41;0.0;0.98;0.62;0.49;0.13;0.56
0.69;0.41;0.0;0.99;0.25;0.04;0.82;0.59
0.54;0.43;0.0;0.99;0.0;0.49;0.19;0.57
0.61;0.44;0.0;0.99;0.0;0.3;0.96;0.58
0.54;0.45;0.0;0.99;0.0;0.38;0.86;0.6
0.64;0.46;0.0;0.99;0.02;1.0;0.6;0.59
0.7;0.47;0.0;0.99;0.0;0.03;0.19;0.6
0.96;0.83;0.0;1.0;0.0;0.0;0.0;0.77
0.64;0.8;0.0;1.0;0.0;0.01;0.0;0.81
0.72;0.82;0.0;1.0;0.4;0.02;0.0;0.86
0.86;0.78;0.0;1.0;0.0;0.0;0.0;0.73
0.85;0.83;0.0;1.0;0.0;0.93;0.0;0.75
0.97;1.0;0.0;1.0;0.0;0.0;0.91;0.74
0.9;1.0;0.0;1.0;0.0;0.0;0.0;0.67
0.74;1.0;0.0;1.0;0.0;0.0;0.0;0.6
0.99;1.0;0.0;1.0;0.0;0.0;0.0;0.65
0.86;1.0;0.0;1.0;0.0;0.0;0.57;0.57
0.97;1.0;0.0;1.0;0.15;0.0;0.13;0.62
0.77;1.0;0.0;1.0;0.0;0.0;0.17;0.58
0.58;1.0;0.0;1.0;0.0;0.0;0.0;0.49
0.85;1.0;0.0;1.0;0.0;0.0;0.02;0.59
0.67;1.0;0.0;1.0;0.0;0.0;0.0;0.51
0.85;0.99;0.0;1.0;0.0;0.0;0.0;0.54
0.76;1.0;0.0;1.0;0.0;0.0;0.0;0.57
0.65;1.0;0.0;1.0;0.0;0.0;0.0;0.6
0.76;1.0;0.0;1.0;0.0;0.0;0.0;0.56
0.99;0.92;0.62;1.0;0.0;0.0;0.29;0.6
0.96;0.92;0.0;1.0;0.0;0.0;0.53;0.6
0.98;0.94;0.0;1.0;0.0;0.0;0.01;0.59
1.0;0.92;0.73;1.0;0.0;0.0;0.17;0.62
0.99;0.89;0.0;1.0;0.0;0.0;0.01;0.57
0.99;0.88;0.0;1.0;0.0;0.0;0.41;0.6
0.9;0.86;0.73;1.0;0.0;0.0;0.35;0.58
1.0;0.85;0.0;1.0;0.0;0.54;0.88;0.52
1.0;0.84;0.02;1.0;0.0;0.72;0.22;0.51
0.99;0.83;0.0;1.0;0.0;0.03;0.88;0.51
0.99;0.81;0.0;1.0;0.0;0.0;0.08;0.56
0.98;0.8;0.03;0.99;0.0;0.0;0.23;0.52
0.9;0.8;0.62;0.99;0.0;0.0;0.93;0.49
0.9;0.8;0.0;0.99;0.0;0.0;0.73;0.43
0.7;0.75;0.0;0.99;0.0;0.33;0.18;0.39
0.96;0.73;0.32;0.99;0.0;0.0;0.84;0.44
1.0;0.72;0.0;0.99;0.0;0.0;1.0;0.5
0.41;0.33;0.01;0.96;1.0;0.21;0.21;0.68
0.74;0.35;0.05;0.96;0.11;0.97;0.0;0.75
0.79;0.37;0.93;0.97;0.0;0.07;0.01;0.72
0.8;0.38;0.01;0.97;0.85;0.26;0.02;0.67
0.62;0.39;0.32;0.97;0.03;0.74;0.01;0.71
0.88;0.42;0.0;0.98;0.71;0.62;0.05;0.71
0.67;0.42;0.0;0.98;0.0;0.02;0.03;0.73
0.4;0.43;0.0;0.98;0.76;0.22;0.1;0.65
0.42;0.43;0.66;0.99;0.0;0.99;0.0;0.62
0.64;0.44;0.0;0.99;0.89;0.0;0.0;0.66
0.63;0.45;0.0;0.99;0.88;0.0;0.17;0.62
0.53;0.45;0.0;0.99;0.49;0.13;0.13;0.63
0.68;0.46;0.0;0.99;0.59;0.02;0.01;0.64
0.92;0.47;0.99;0.99;0.07;0.0;0.07;0.64
0.82;0.47;0.9;1.0;0.01;0.0;0.0;0.62
0.63;0.47;0.66;1.0;0.15;0.01;0.03;0.66
0.72;0.48;0.24;1.0;0.33;0.0;0.03;0.62
0.74;0.49;0.43;1.0;0.0;0.04;0.0;0.66
0.88;1.0;0.01;1.0;0.0;0.0;0.0;0.69
0.99;0.99;0.7;1.0;0.0;0.0;0.0;0.73
0.97;0.99;0.0;1.0;0.0;0.0;0.0;0.75
0.97;1.0;0.05;1.0;0.0;0.0;0.0;0.74
0.95;1.0;0.0;1.0;0.0;0.0;0.0;0.68
0.96;1.0;0.0;1.0;0.0;0.0;0.0;0.71
0.94;1.0;0.0;1.0;0.0;0.0;0.0;0.73
0.84;1.0;0.0;1.0;0.0;0.0;0.0;0.72
0.66;1.0;0.0;1.0;0.0;0.01;0.0;0.69
0.51;1.0;0.0;1.0;0.0;0.33;0.0;0.69
0.54;1.0;0.0;1.0;0.0;0.98;0.0;0.71
0.67;1.0;0.0;1.0;0.0;0.95;0.0;0.69
0.82;1.0;0.0;1.0;0.0;0.01;0.0;0.71
0.84;1.0;0.0;1.0;0.21;0.0;0.0;0.73
0.99;1.0;0.0;1.0;0.19;0.0;0.0;0.69
0.99;1.0;0.0;1.0;0.55;0.0;0.0;0.7
0.81;1.0;0.0;1.0;0.0;0.0;0.01;0.57
0.83;1.0;0.11;1.0;0.49;0.0;0.0;0.56
0.62;0.3;0.0;1.0;0.0;0.26;0.0;0.72
0.56;0.49;0.0;1.0;0.0;0.85;0.0;0.71
0.45;0.51;0.0;1.0;0.0;0.16;0.0;0.75
0.59;0.6;0.0;0.99;0.0;0.0;0.0;0.74
0.5;0.61;0.0;0.99;0.87;0.0;0.0;0.77
0.54;0.63;0.0;0.99;0.0;0.0;0.0;0.76
0.48;0.63;0.0;0.99;0.0;0.0;0.0;0.81
0.56;0.62;0.0;0.99;0.0;0.0;0.0;0.81
0.55;0.62;0.0;0.99;0.0;0.0;0.0;0.8
0.53;0.62;0.0;0.99;0.0;0.0;0.0;0.74
0.61;0.61;0.0;0.99;0.0;0.0;0.0;0.75
0.72;0.6;0.0;0.99;0.0;0.0;0.0;0.77
0.58;0.59;0.0;0.99;0.0;0.0;0.0;0.76
0.45;0.58;0.0;0.99;0.0;0.0;0.0;0.77
0.39;0.58;0.0;0.99;0.0;0.0;0.0;0.76
0.43;0.57;0.0;0.99;0.0;0.0;0.0;0.75
0.59;0.63;0.0;0.99;0.0;0.0;0.0;0.76
0.56;0.6;0.01;0.99;0.0;0.0;0.0;0.72
0.62;0.58;0.0;0.99;0.0;0.0;0.0;0.73
0.65;0.57;0.0;0.99;0.0;0.0;0.0;0.73
0.37;0.5;0.0;1.0;0.0;0.0;0.06;0.77
0.42;0.52;0.0;1.0;0.0;0.0;0.05;0.74
0.42;0.51;0.0;1.0;0.0;0.0;0.24;0.77
0.44;0.51;0.0;1.0;0.0;0.0;0.33;0.73
0.48;0.5;0.0;1.0;0.0;0.0;0.55;0.75
0.39;0.49;0.0;1.0;0.08;0.0;1.0;0.75
0.43;0.49;0.0;1.0;0.0;0.0;0.41;0.74
0.56;0.48;0.0;1.0;0.0;0.0;0.35;0.74
0.59;0.47;0.0;1.0;0.89;0.0;0.97;0.74
0.5;0.47;0.0;1.0;0.0;0.0;0.15;0.74
0.55;0.46;0.0;1.0;0.0;0.0;0.55;0.72
0.52;0.45;0.0;1.0;0.0;0.0;0.5;0.76
0.48;0.47;0.0;1.0;0.0;0.57;0.12;0.71
0.51;0.44;0.0;1.0;0.0;0.0;0.21;0.73
0.64;0.43;0.0;1.0;0.8;0.0;0.39;0.73
0.72;0.43;0.0;1.0;0.35;0.0;0.76;0.71
0.97;0.98;0.0;1.0;0.01;0.0;0.0;0.7
0.98;0.97;0.0;1.0;0.16;0.0;0.0;0.72
0.99;0.95;0.0;1.0;0.01;0.0;0.0;0.72
0.81;0.94;0.0;1.0;0.0;0.0;0.0;0.74
0.9;0.93;0.0;1.0;0.0;0.0;0.0;0.76
0.7;0.91;0.0;1.0;0.0;0.0;0.0;0.74
0.75;0.9;0.0;1.0;0.0;0.12;0.0;0.76
0.75;0.89;0.0;1.0;0.0;0.1;0.0;0.75
0.7;0.88;0.0;1.0;0.0;0.0;0.0;0.76
0.67;0.88;0.0;1.0;0.0;0.23;0.09;0.73
0.86;0.88;0.0;1.0;0.0;0.01;0.11;0.72
0.8;0.87;0.0;1.0;0.0;0.0;0.0;0.73
0.78;0.87;0.0;1.0;0.0;0.0;0.17;0.74
0.68;0.87;0.0;1.0;0.0;0.0;0.0;0.77
0.81;0.89;0.0;1.0;0.0;0.0;0.0;0.73
0.73;0.87;0.0;1.0;0.0;0.12;0.0;0.74
0.65;0.85;0.0;1.0;0.0;0.11;0.0;0.74
0.65;0.85;0.0;1.0;0.0;0.16;0.04;0.74
0.98;0.71;0.0;1.0;0.19;0.0;0.0;0.77
0.98;0.83;0.0;1.0;0.0;0.48;0.0;0.84
0.91;0.85;0.0;1.0;0.0;0.2;0.0;0.85
0.94;0.87;0.0;1.0;0.0;0.26;0.0;0.84
0.9;0.89;0.0;1.0;0.0;0.14;0.0;0.87
0.93;0.91;0.0;1.0;0.0;0.0;0.0;0.88
0.76;0.93;0.0;1.0;0.0;0.0;0.0;0.79
0.85;0.94;0.0;1.0;0.0;0.0;0.0;0.78
0.87;0.95;0.0;1.0;0.0;0.0;0.0;0.77
0.96;0.95;0.02;1.0;0.0;0.0;0.01;0.71
0.86;0.96;0.0;1.0;0.0;0.0;0.04;0.75
0.91;0.96;0.0;1.0;0.0;0.0;0.0;0.77
0.78;0.97;0.0;1.0;0.0;0.0;0.02;0.79
0.72;1.0;0.0;1.0;0.04;0.37;0.01;0.82
0.83;0.96;0.0;1.0;0.0;0.0;0.69;0.79
0.41;0.99;0.0;1.0;0.0;0.0;0.06;0.81
0.3;0.96;0.0;1.0;0.61;0.0;0.98;0.87
0.69;0.93;0.0;1.0;0.67;0.0;0.76;0.81
0.46;0.93;0.0;1.0;0.02;0.0;0.99;0.83
0.7;0.95;0.0;1.0;0.0;0.0;0.03;0.77
0.87;1.0;0.0;1.0;0.0;0.0;0.06;0.77
1.0;0.83;0.0;1.0;0.0;0.0;0.15;0.79
0.54;0.42;0.0;1.0;0.0;0.07;0.0;0.63
0.95;0.04;0.0;1.0;0.0;0.17;0.02;0.66
0.94;0.04;0.0;1.0;0.0;0.04;0.06;0.66
0.96;0.02;0.0;1.0;0.0;0.0;0.02;0.68
1.0;0.87;0.99;1.0;0.0;0.0;0.46;0.74
0.99;0.89;0.87;1.0;0.0;0.01;0.03;0.72
0.99;0.9;0.42;1.0;0.0;0.58;0.99;0.76
0.97;0.92;0.0;1.0;0.0;0.01;0.99;0.72
1.0;0.93;0.11;1.0;0.0;0.0;0.13;0.71
0.94;0.94;0.01;1.0;0.0;0.19;0.78;0.81
0.95;0.97;0.0;1.0;0.0;0.0;0.31;0.69
0.99;0.99;0.26;1.0;0.0;0.06;0.2;0.76
1.0;1.0;0.03;1.0;0.0;0.0;0.48;0.78
1.0;1.0;0.02;1.0;0.0;0.06;0.43;0.71
1.0;1.0;0.87;1.0;0.0;0.0;0.32;0.7
0.83;1.0;0.0;1.0;0.0;0.0;0.43;0.88
0.8;1.0;0.05;1.0;0.0;0.0;0.02;0.86
0.88;0.71;0.0;1.0;0.0;0.1;0.04;0.58
0.69;0.78;0.0;1.0;0.0;0.0;0.01;0.63
0.41;0.72;0.0;1.0;0.0;0.0;0.98;0.59
0.55;0.68;0.0;1.0;0.08;0.0;0.4;0.61
0.63;0.67;0.0;1.0;0.0;0.0;0.0;0.64
0.51;0.67;0.0;1.0;0.0;0.0;0.0;0.66
0.16;0.49;0.0;1.0;0.0;0.0;0.05;0.59
0.18;0.36;0.5;0.99;0.0;0.0;0.4;0.56
0.62;0.36;0.0;0.99;0.0;0.0;0.32;0.69
0.88;0.52;0.84;0.94;0.35;0.9;0.53;0.75
0.52;0.54;0.0;0.95;0.0;0.02;0.0;0.73
0.85;0.56;0.0;0.95;0.25;0.16;0.0;0.77
0.99;0.58;0.26;0.96;0.02;0.0;0.0;0.85
0.94;0.62;0.0;0.96;0.0;1.0;0.0;0.79
0.94;0.64;0.21;0.97;0.13;0.99;0.22;0.73
0.99;0.65;0.01;0.97;0.55;0.0;0.91;0.7
0.69;0.65;0.0;0.97;0.0;0.86;0.19;0.66
0.89;0.65;0.0;0.98;0.87;0.28;0.0;0.62
0.69;0.65;0.03;0.98;0.0;0.0;0.78;0.65
0.49;0.66;0.0;0.98;0.0;0.0;0.98;0.63
0.54;0.66;0.0;0.98;0.09;0.24;0.17;0.65
0.25;0.65;0.0;0.98;0.01;0.02;0.04;0.63
0.89;0.63;0.03;0.99;1.0;0.12;0.18;0.66
0.18;0.63;0.0;0.99;0.0;0.0;0.08;0.65
0.4;0.64;0.0;0.99;0.0;0.94;0.66;0.68
0.39;0.65;0.0;0.99;0.0;0.0;0.14;0.65
0.45;0.36;0.62;0.9;0.0;0.06;0.0;0.69
0.24;0.35;0.39;0.91;0.0;0.03;0.0;0.69
0.21;0.27;0.06;0.92;0.0;0.01;0.0;0.7
0.55;0.31;1.0;0.93;0.0;0.05;0.0;0.75
0.83;0.38;0.0;0.93;0.0;0.01;0.06;0.85
0.89;0.43;0.0;0.94;0.0;0.01;0.05;0.77
0.92;0.48;0.0;0.95;0.0;0.0;0.0;0.78
0.83;0.49;0.87;0.96;0.0;0.0;0.05;0.77
0.61;0.48;0.03;0.96;0.0;0.06;0.1;0.73
0.39;0.48;0.0;0.97;0.0;0.0;0.18;0.78
0.41;0.48;0.04;0.97;0.71;0.01;0.79;0.77
0.37;0.49;0.0;0.97;0.98;0.01;0.99;0.77
0.36;0.5;0.11;0.98;0.76;0.11;0.02;0.76
0.1;0.46;0.01;0.98;0.0;0.15;0.05;0.74
0.2;0.42;0.0;0.98;0.0;0.99;0.46;0.66
0.2;0.44;0.0;0.98;0.0;0.01;0.96;0.72
0.24;0.45;0.0;0.98;0.0;0.02;0.98;0.77
0.34;0.45;0.0;0.99;0.77;0.03;0.96;0.77
